City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Brosteni,RO,47.2333,25.7,39.99,1,70,3.38,broken clouds
344,Ikalamavony,MG,-21.15,46.5833,67.24,82,1,3.0,clear sky
345,Banikoara,BJ,11.2985,2.4386,85.59,11,5,5.59,clear sky
346,Richards Bay,ZA,-28.783,32.0377,69.4,73,98,6.35,overcast clouds
347,Barentu,ER,15.1139,37.5928,78.13,44,98,6.62,overcast clouds
348,Harboore,DK,56.6175,8.1807,45.0,3,100,4.0,overcast clouds
349,Nioro,GM,13.35,-15.75,86.47,24,5,10.36,clear sky
350,Porto Novo,BJ,6.4965,2.6036,82.4,74,20,9.22,few clouds
351,Tukrah,LY,32.5341,20.5791,56.17,70,100,8.9,overcast clouds
352,Coari,BR,-4.085,-63.1414,82.02,84,40,2.33,heavy intensity rain
353,Veshenskaya,RU,49.6303,41.7334,33.22,81,56,4.52,broken clouds
354,Bonthe,SL,7.5264,-12.505,80.22,81,22,8.43,few clouds
355,Cascais,PT,38.6979,-9.4215,66.2,59,0,6.91,clear sky
356,Colares,PT,38.7992,-9.4469,66.2,59,0,6.91,clear sky
357,Alexandria,EG,31.2156,29.9553,59.0,55,40,11.5,scattered clouds
358,Marsh Harbour,BS,26.5412,-77.0636,77.81,71,17,14.07,few clouds
359,Mogadishu,SO,2.0371,45.3438,80.51,86,100,18.54,overcast clouds
360,Iskateley,RU,67.6803,53.1512,32.36,99,100,8.46,light snow
361,Cockburn Town,TC,21.4612,-71.1419,80.6,65,40,18.41,scattered clouds
362,Saint-Louis,SN,16.3333,-15.0,96.8,19,0,2.3,clear sky
363,Micomeseng,GQ,2.1462,10.6164,70.63,97,99,1.39,light rain
364,Orangeburg,US,33.4918,-80.8557,84.2,42,1,21.85,clear sky
365,Wundanyi,KE,-3.4019,38.364,60.66,86,100,4.34,heavy intensity rain
366,Severnyy,RU,50.677,36.5532,39.2,56,0,4.47,clear sky
367,Okha,RU,53.5739,142.9478,27.43,95,100,6.78,overcast clouds
368,Moreira Sales,BR,-24.0622,-53.0069,81.86,67,9,4.38,clear sky
369,Mwembe,TZ,-4.15,37.85,67.37,88,100,4.0,light rain
370,Corozal,CO,9.3151,-75.2928,95.27,33,96,4.47,overcast clouds
371,Gezing,AT,47.9178,13.1299,46.0,70,0,6.91,clear sky
372,Bardiyah,LY,31.7561,25.0865,57.15,60,81,9.06,broken clouds
373,Riachao Das Neves,BR,-11.7461,-44.91,91.94,31,44,3.6,scattered clouds
374,Pisco,PE,-13.7,-76.2167,77.0,57,0,16.11,clear sky
375,Arlit,NE,18.7369,7.3853,73.96,11,0,15.64,clear sky
376,Springbok,ZA,-29.6643,17.8865,65.34,29,2,2.59,clear sky
377,Saurimo,AO,-9.6608,20.3916,66.47,94,100,3.09,light rain
378,Havoysund,NO,70.9963,24.6622,35.6,75,20,11.5,few clouds
379,Luderitz,NA,-26.6481,15.1594,62.83,84,1,5.28,clear sky
380,Camacha,PT,33.0833,-16.3333,62.6,82,20,9.22,few clouds
381,Agvali,RU,42.5385,46.1197,32.67,89,100,3.8,light snow
382,Meaford,CA,44.6001,-80.583,37.0,89,100,11.99,overcast clouds
383,Iroquois Falls,CA,48.7669,-80.6831,32.0,86,90,12.66,light snow
384,Ponnani,IN,10.767,75.9252,80.6,89,20,3.44,mist
385,Malinovoye Ozero,RU,51.6753,79.7825,32.5,97,100,13.35,overcast clouds
386,Takoradi,GH,4.8845,-1.7554,80.31,82,7,6.89,clear sky
387,Caibarien,CU,22.5206,-79.4669,87.8,51,40,12.66,scattered clouds
388,Krasnoselkup,RU,65.7,82.4667,-6.39,99,7,9.44,clear sky
389,Ganganagar,IN,29.9167,73.8833,80.35,14,18,9.53,few clouds
390,Port-Gentil,GA,-0.7193,8.7815,82.4,78,90,11.5,light rain
391,Kogon,UZ,39.7228,64.5517,44.6,81,75,9.22,broken clouds
392,Aswan,EG,24.0934,32.907,68.16,18,0,16.87,clear sky
393,Antalaha,MG,-14.9003,50.2788,77.32,89,99,5.53,moderate rain
394,Kristiinankaupunki,FI,62.2743,21.376,35.47,96,100,17.6,overcast clouds
395,San Antonio,US,29.4241,-98.4936,73.99,23,75,17.27,broken clouds
396,Derzhavinsk,KZ,51.1,66.3167,12.13,95,20,8.57,few clouds
397,Igrim,RU,63.1906,64.4162,10.81,96,89,6.55,overcast clouds
398,Kikwit,CD,-5.041,18.8162,76.03,78,62,1.32,broken clouds
399,Tvoroyri,FO,61.5556,-6.8111,41.0,87,75,16.11,broken clouds
400,Luxeuil-Les-Bains,FR,47.8171,6.365,46.4,61,0,2.3,clear sky
401,Boralday,KZ,43.3578,76.8594,44.6,81,90,6.71,light rain
402,Hukuntsi,BW,-24.0,21.75,73.72,27,1,8.9,clear sky
403,Qarqin,AF,37.4185,66.0436,50.85,66,100,16.93,light rain
404,Grand-Lahou,CI,5.1367,-5.0242,79.68,85,34,7.9,scattered clouds
405,Catalina,US,32.5056,-110.9211,78.01,31,0,7.0,clear sky
406,Trofors,NO,65.5333,13.4063,42.8,61,20,9.22,few clouds
407,Haukipudas,FI,65.1765,25.3523,37.4,81,90,5.75,overcast clouds
408,Panama City,PA,8.9936,-79.5197,93.99,46,20,11.5,few clouds
409,Waddan,LY,29.1614,16.139,61.95,28,1,9.69,clear sky
410,Menongue,AO,-14.6585,17.691,64.56,88,73,3.38,broken clouds
411,Xudat,AZ,41.631,48.681,43.9,80,99,7.96,overcast clouds
412,Ereymentau,KZ,51.6199,73.1033,20.8,94,99,16.96,light snow
413,Gayeri,BF,12.6497,0.4931,84.29,9,0,9.37,clear sky
414,Vlakhopoulon,GR,37.0333,21.7833,55.4,76,3,4.61,clear sky
415,Axim,GH,4.8699,-2.2405,79.7,85,4,6.51,clear sky
416,Montilla,ES,37.5863,-4.6381,62.6,55,0,6.91,clear sky
417,Puerto Ayacucho,VE,5.6639,-67.6236,89.04,53,81,4.9,broken clouds
418,Karpathos,GR,35.507,27.2132,55.4,62,0,11.5,clear sky
419,Kadoma,JP,34.7333,135.5833,57.99,91,6,5.28,clear sky
420,Ierapetra,GR,35.01,25.7353,54.0,69,0,5.48,clear sky
421,Sakakah,SA,29.9697,40.2064,59.0,17,0,4.61,clear sky
422,Knyaginino,RU,55.8228,45.0349,23.22,97,38,5.53,scattered clouds
423,Pasinler,TR,39.9803,41.6764,19.4,93,0,3.44,clear sky
424,Bezhetsk,RU,57.7851,36.6965,26.37,96,25,6.82,scattered clouds
425,Grindavik,IS,63.8424,-22.4338,32.0,86,75,3.44,broken clouds
426,Olafsvik,IS,64.8945,-23.7142,26.65,84,100,19.01,light snow
427,Kalmunai,LK,7.4167,81.8167,77.68,78,100,7.38,overcast clouds
428,Kula,TR,38.5473,28.6498,44.31,63,13,4.14,few clouds
429,Sandwick,GB,60.0,-1.25,44.6,81,40,20.71,scattered clouds
430,Skjold,DK,55.7971,9.9397,46.0,91,100,3.0,overcast clouds
431,Xai-Xai,MZ,-25.0519,33.6442,72.72,76,17,14.23,light rain
432,Ambilobe,MG,-13.2,49.05,75.85,93,83,0.72,broken clouds
433,Oktyabrskoye,RU,43.0645,44.7417,41.0,87,100,4.47,overcast clouds
434,Salinopolis,BR,-0.6136,-47.3561,80.19,81,46,10.18,scattered clouds
435,San Luis,AR,-33.295,-66.3356,73.0,24,0,5.86,clear sky
436,Bereznehuvate,UA,47.3078,32.8499,43.97,76,9,8.25,clear sky
437,Cayenne,GF,4.9333,-52.3333,82.4,74,75,14.97,broken clouds
438,Maneromango,TZ,-7.1988,38.7848,80.6,89,20,5.75,few clouds
439,Damietta,EG,31.4165,31.8133,60.8,59,40,13.8,scattered clouds
440,Nkowakowa,ZA,-23.8878,30.2871,55.4,94,75,10.36,broken clouds
441,Ilhabela,BR,-23.7781,-45.3581,80.94,79,69,4.38,broken clouds
442,Pirapora,BR,-17.345,-44.9419,87.42,44,7,2.28,clear sky
443,Sharjah,AE,25.3573,55.4033,77.0,69,0,6.91,clear sky
444,Urumqi,CN,43.801,87.6005,50.0,81,90,2.24,overcast clouds
445,Dzaoudzi,YT,-12.7887,45.2699,82.4,83,20,5.75,few clouds
446,Ballina,AU,-28.8667,153.5667,64.4,94,4,6.96,clear sky
447,Lukovetskiy,RU,64.2956,41.9211,41.0,60,40,6.71,scattered clouds
448,Marystown,CA,47.1666,-55.1483,28.62,63,71,0.92,broken clouds
449,Yelan-Kolenovskiy,RU,51.1632,41.151,31.08,92,79,4.97,broken clouds
450,Vuktyl,RU,63.8567,57.3094,27.88,96,100,4.56,overcast clouds
451,Tolbazy,RU,54.0241,55.8825,26.6,59,0,8.95,clear sky
452,Koulikoro,ML,14.0,-7.75,87.3,12,4,10.89,clear sky
453,Paranaiba,BR,-19.6772,-51.1908,95.56,22,3,4.16,clear sky
454,Hwange,ZW,-18.3693,26.5019,71.4,48,22,3.36,few clouds
455,Mazamari,PE,-11.3258,-74.5308,80.22,84,86,1.48,overcast clouds
456,Trogir,HR,43.5125,16.2517,53.6,71,0,3.44,clear sky
457,Puerto Cabezas,NI,14.0351,-83.3888,82.4,89,75,4.61,broken clouds
458,Mineros,BO,-17.1167,-63.2333,80.6,47,40,11.5,scattered clouds
459,Barceloneta,PR,18.4505,-66.5385,84.0,68,11,5.01,few clouds
460,Chapais,CA,49.7834,-74.8492,30.2,93,90,9.22,snow
461,Kuruman,ZA,-27.4524,23.4325,66.79,34,3,3.11,clear sky
462,Kilmallock,IE,52.4,-8.5772,55.0,89,100,13.0,overcast clouds
463,Ancud,CL,-41.8697,-73.8203,68.0,60,20,17.27,few clouds
464,Rio Branco,BR,-9.9747,-67.81,75.2,100,40,4.61,scattered clouds
465,Aasiaat,GL,68.7098,-52.8699,-16.01,79,9,9.15,clear sky
466,Ratnagiri,IN,16.9833,73.3,79.05,85,77,4.14,broken clouds
467,Krizevci,HR,46.0219,16.5425,48.99,65,0,2.28,clear sky
468,Maniwaki,CA,46.3834,-75.966,42.8,93,100,5.75,overcast clouds
469,Riviere-Du-Loup,CA,47.8304,-69.5342,33.8,80,100,8.05,snow
470,La Rioja,ES,42.25,-2.5,59.0,47,0,4.61,clear sky
471,Kindu,CD,-2.95,25.95,76.35,73,79,1.45,broken clouds
472,Hirna,ET,9.2167,41.1,62.6,22,40,3.09,scattered clouds
473,Bandarbeyla,SO,9.4942,50.8122,78.62,73,9,6.35,clear sky
474,La Macarena,CO,2.1837,-73.7849,84.33,63,60,7.09,broken clouds
475,Tacna,PE,-18.0056,-70.2483,75.2,53,0,14.97,clear sky
476,Ustka,PL,54.5805,16.8619,44.29,85,100,17.29,light rain
477,Danville,US,36.586,-79.395,73.4,56,1,21.85,clear sky
478,Doha,QA,25.2867,51.5333,69.8,52,0,16.11,clear sky
479,Bolgar,RU,54.95,49.0667,28.4,69,100,6.71,overcast clouds
480,Sur,OM,22.5667,59.5289,83.57,39,94,8.08,overcast clouds
481,Mananara,MG,-16.1667,49.7667,76.59,91,88,3.09,light rain
482,Hualmay,PE,-11.0964,-77.6139,74.35,74,68,9.71,broken clouds
483,Nusaybin,TR,37.0778,41.2178,46.22,43,0,6.62,clear sky
484,Ajdabiya,LY,30.7554,20.2263,61.07,47,84,12.73,broken clouds
485,Misratah,LY,32.3754,15.0925,62.78,61,99,13.33,overcast clouds
486,Paita,PE,-5.0892,-81.1144,89.6,43,20,13.8,few clouds
487,Gao,ML,16.6362,1.637,77.04,10,0,11.54,clear sky
488,Tarata,BO,-17.6167,-66.0167,75.2,31,40,13.8,scattered clouds
489,Merthyr Tydfil,GB,51.7479,-3.3778,50.0,81,100,8.99,overcast clouds
490,Saulkrasti,LV,57.2622,24.4147,37.99,69,0,5.75,clear sky
491,Weligama,LK,5.9667,80.4167,75.7,83,100,7.83,overcast clouds
492,Carauari,BR,-4.8828,-66.8958,77.9,94,79,2.86,broken clouds
493,Merrill,US,45.1805,-89.6835,33.01,59,90,14.97,overcast clouds
494,Nyagan,RU,62.1406,65.3936,15.15,97,100,6.31,overcast clouds
495,Wukari,NG,7.85,9.7833,88.07,18,63,4.45,broken clouds
496,Buarcos,PT,40.166,-8.8768,59.0,72,67,3.0,broken clouds
497,Kadyy,RU,57.787,43.1903,20.14,98,27,2.44,scattered clouds
498,Bam,IR,29.106,58.357,65.14,15,17,13.82,few clouds
499,Bezhanitsy,RU,56.9767,29.8907,39.56,93,100,1.54,light rain
500,Mombaca,BR,-5.7431,-39.6275,77.9,88,39,3.29,scattered clouds
501,Saint Anthony,US,45.0205,-93.218,44.01,36,75,6.91,broken clouds
502,Mehamn,NO,71.0357,27.8492,32.0,80,0,9.22,clear sky
503,Aksu,CN,41.1231,80.2644,57.15,36,100,4.61,overcast clouds
504,Muisne,EC,0.6,-80.0333,84.2,84,75,6.91,light rain
505,Concordia,AR,-31.393,-58.0209,68.0,83,75,9.22,broken clouds
506,Dakar,SN,14.6937,-17.4441,68.0,77,0,16.11,clear sky
507,Qasigiannguit,GL,68.8193,-51.1922,-5.8,41,0,2.3,clear sky
508,Abu Kamal,SY,34.4506,40.9171,56.07,23,0,6.17,clear sky
509,Lapy,PL,52.9911,22.8842,35.01,77,88,7.02,overcast clouds
510,Thunder Bay,CA,48.4001,-89.3168,35.01,44,40,16.11,scattered clouds
511,Andenes,NO,69.3143,16.1194,37.4,65,0,16.11,clear sky
512,Indiana,US,40.0003,-86.2503,46.99,70,90,19.57,overcast clouds
513,Gemena,CD,3.25,19.7667,78.6,58,0,2.53,clear sky
514,Plouzane,FR,48.3833,-4.6167,48.2,87,0,11.5,clear sky
515,Rigaud,CA,45.4793,-74.3024,50.0,92,100,3.0,overcast clouds
516,Curvelo,BR,-18.7564,-44.4308,85.39,48,8,3.49,clear sky
517,Gubskaya,RU,44.3164,40.6358,35.15,86,12,3.69,light snow
518,Vila Franca Do Campo,PT,37.7167,-25.4333,60.8,77,75,9.22,broken clouds
519,Monrovia,LR,6.3005,-10.7969,78.8,94,75,7.34,light rain
520,Batsfjord,NO,70.6345,29.7185,35.6,80,0,17.27,clear sky
521,Puerto El Triunfo,SV,13.2833,-88.55,100.4,22,0,2.3,clear sky
522,Draguignan,FR,43.5333,6.4667,54.0,71,1,1.97,clear sky
523,Mizdah,LY,31.4451,12.9801,62.64,22,8,7.99,clear sky
524,Gogrial,SS,8.5332,28.1004,85.44,16,0,7.56,clear sky
525,Uvinza,TZ,-5.1036,30.3911,67.82,86,87,2.06,overcast clouds
526,Surt,LY,31.2089,16.5887,61.05,62,78,13.31,broken clouds
527,Limenaria,GR,40.6261,24.5786,55.0,82,20,0.51,few clouds
528,Arkhangelsk,RU,64.5401,40.5433,41.0,60,40,6.71,scattered clouds
529,Mizan Teferi,ET,6.9833,35.5833,66.51,64,97,2.3,overcast clouds
530,Kyshtovka,RU,56.555,76.6271,26.87,98,100,3.71,light snow
531,Peniche,PT,39.3558,-9.3811,62.01,69,54,1.99,broken clouds
532,Jeremie,HT,18.65,-74.1167,81.05,66,31,3.4,scattered clouds
533,Santa Cruz,BO,-17.8,-63.1667,80.6,53,40,9.22,scattered clouds
534,Kapoeta,SS,4.7717,33.5903,82.81,42,81,5.53,broken clouds
535,Scarborough,GB,54.2797,-0.4044,55.0,83,100,7.0,light rain
536,Vadu Pasii,RO,45.1667,26.9,46.4,58,98,9.33,overcast clouds
537,El Carmen De Bolivar,CO,9.7174,-75.1202,97.41,29,91,3.89,overcast clouds
538,Tasgaon,IN,17.0333,74.6,80.62,55,35,9.46,scattered clouds
539,Marathon,US,44.9,-89.7668,37.0,51,90,18.41,overcast clouds
540,Samana,DO,19.2056,-69.3369,84.2,74,40,9.22,scattered clouds
541,Oranjemund,NA,-28.55,16.4333,61.43,87,0,3.13,clear sky
542,Ibra,OM,22.6906,58.5334,78.55,29,75,1.16,broken clouds
543,Kati,ML,12.7441,-8.0726,95.0,31,20,4.61,few clouds
544,Pitimbu,BR,-7.4706,-34.8086,84.2,70,75,9.22,broken clouds
545,Gbadolite,CD,4.2833,21.0167,80.24,48,7,2.73,clear sky
546,Cradock,ZA,-32.1642,25.6192,59.95,68,100,4.14,overcast clouds
547,Mgandu,TZ,-5.95,34.1333,60.84,90,69,2.24,broken clouds
548,Markivka,UA,49.5229,39.5705,38.14,71,100,3.85,light rain
549,Kortkeros,RU,61.8106,51.5806,35.6,51,0,6.71,clear sky
550,Botucatu,BR,-22.8858,-48.445,74.41,72,64,2.84,broken clouds
551,San Francisco,US,37.7749,-122.4194,70.0,52,1,6.91,clear sky
552,Constitucion,CL,-35.3333,-72.4167,67.5,47,0,3.67,clear sky
553,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.15,77,80,6.62,moderate rain
554,Grahamstown,ZA,-33.3042,26.5328,55.71,83,100,14.07,overcast clouds
555,Bhitarwar,IN,25.8,78.1167,82.26,14,0,2.82,clear sky
556,Liwale,TZ,-9.7667,37.9333,69.33,96,53,3.2,broken clouds
557,Badulla,LK,6.9895,81.0557,69.58,76,100,3.69,overcast clouds
558,Beisfjord,NO,68.3751,17.5988,39.2,48,20,11.23,few clouds
559,Angoche,MZ,-16.2325,39.9086,78.46,84,100,8.12,light rain
560,Odlabari,IN,26.8333,88.6167,71.46,18,0,7.74,clear sky
561,Sayyan,YE,15.1718,44.3244,56.3,29,6,5.91,clear sky
562,Mutoko,ZW,-17.397,32.2268,63.9,77,78,4.94,broken clouds
563,Kodar,IN,16.9833,79.9667,77.81,71,1,5.3,clear sky
564,Bhopal,IN,23.2667,77.4,82.8,14,4,5.5,clear sky
565,Bandrele,YT,-12.9067,45.1914,82.4,83,20,5.75,few clouds
566,Valkeakoski,FI,61.2642,24.0312,37.99,81,90,13.8,overcast clouds
567,Virginia Beach,US,36.8529,-75.978,84.2,48,75,20.71,broken clouds
568,Rio Cuarto,AR,-33.1307,-64.3499,71.01,52,0,9.22,clear sky
569,Mbinga,TZ,-10.9333,35.0167,71.6,88,75,2.77,light rain
570,Brekstad,NO,63.687,9.6654,43.0,87,75,4.61,light rain
571,Carballo,ES,43.213,-8.691,60.8,48,0,2.3,clear sky
572,Gonzalez,US,30.5816,-87.2914,75.2,73,75,18.41,broken clouds
573,Malatya,TR,38.5,38.0,32.0,80,0,6.91,clear sky
574,Thompson,CA,55.7435,-97.8558,28.4,43,75,6.91,broken clouds
575,Indiaroba,BR,-11.5192,-37.5117,81.27,68,8,7.31,clear sky
576,Toamasina,MG,-18.1667,49.3833,80.6,89,75,3.44,light rain
577,Sao Felix Do Xingu,BR,-6.6447,-51.995,84.13,70,86,4.18,overcast clouds
578,Mehran,IR,33.1222,46.1646,44.6,42,0,15.99,clear sky
579,General Roca,AR,-39.0333,-67.5833,80.6,17,0,5.75,clear sky
580,Klyuchi,RU,52.2667,79.1667,32.11,97,100,14.58,overcast clouds
581,Kilinochchi,LK,9.3961,80.3982,75.25,89,58,7.11,broken clouds
582,Kumbo,CM,6.2,10.6667,68.95,44,97,4.68,overcast clouds
583,Batken,KG,39.8333,71.0,30.92,95,100,7.05,snow
584,Kinshasa,CD,-4.3246,15.3215,77.0,88,20,2.3,light rain
585,Altay,CN,47.8667,88.1167,37.71,96,100,0.4,overcast clouds
586,Jalu,LY,29.0331,21.5482,62.04,31,60,6.33,broken clouds
587,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,84.7,64,53,0.51,broken clouds
588,Tuscaloosa,US,33.2098,-87.5692,66.2,52,1,12.66,clear sky
589,Havelock,US,34.8791,-76.9013,75.0,79,100,13.0,overcast clouds
590,Adre,TD,13.4667,22.2,74.71,13,51,20.11,broken clouds
591,Iacu,BR,-12.7672,-40.2117,93.4,24,7,9.62,clear sky
592,Rosita,NI,13.9268,-84.4032,83.44,63,44,6.53,scattered clouds
593,Santander,ES,43.4647,-3.8044,60.8,63,0,3.44,clear sky
594,Plettenberg Bay,ZA,-34.0527,23.3716,62.71,81,100,9.31,overcast clouds
595,Isiro,CD,2.7739,27.616,75.74,54,84,4.43,broken clouds
596,Boa Vista,BR,2.8197,-60.6733,89.6,45,75,11.5,broken clouds
597,Dhrangadhra,IN,22.9833,71.4667,81.01,40,22,11.56,few clouds
598,Itabira,BR,-19.6192,-43.2269,74.89,73,91,1.97,overcast clouds
599,Bollnas,SE,61.3482,16.3946,35.01,95,92,3.0,overcast clouds
600,Tumbi,TZ,-5.0667,32.7333,71.6,88,20,2.48,few clouds
601,Remanso,BR,-9.6179,-42.0831,87.84,39,100,1.28,overcast clouds
602,Lukulu,ZM,-14.3707,23.242,68.79,77,80,4.43,broken clouds
603,Burlatskoye,RU,45.0564,43.635,38.53,93,42,5.61,moderate rain
604,Gornopravdinsk,RU,60.05,69.9,12.02,95,98,3.62,overcast clouds
605,Chengannur,IN,9.3333,76.6333,75.76,90,99,2.15,overcast clouds
606,Letterkenny,IE,54.95,-7.7333,53.6,87,90,28.77,moderate rain
607,Morondava,MG,-20.2833,44.2833,78.31,77,0,9.46,clear sky
608,Meiganga,CM,6.5167,14.3,74.43,36,79,6.04,broken clouds
609,Talara,PE,-4.5772,-81.2719,89.6,43,20,13.8,few clouds
610,Abeche,TD,13.8292,20.8324,78.82,13,10,18.39,clear sky
611,Treinta Y Tres,UY,-33.2333,-54.3833,73.11,60,16,7.16,few clouds
612,Dospat,BG,41.65,24.1667,33.12,92,51,4.56,broken clouds
613,Progreso,MX,21.2833,-89.6667,97.0,34,75,19.57,broken clouds
614,General Pico,AR,-35.6566,-63.7568,71.33,47,0,5.88,clear sky
615,Monaragala,LK,6.8714,81.3487,73.4,100,90,3.44,overcast clouds
616,Icod De Los Vinos,ES,28.3724,-16.7119,62.01,78,46,5.55,scattered clouds
617,Ler,SS,8.3018,30.1418,85.73,18,5,5.84,clear sky
618,Nizhniy Odes,RU,63.6445,54.856,28.54,97,100,6.17,light snow
619,Bay Roberts,CA,47.5999,-53.2648,30.0,65,97,1.99,overcast clouds
620,Elizabeth City,US,36.2946,-76.2511,82.0,54,1,17.27,clear sky
621,Calamar,CO,10.2511,-74.9146,89.6,55,20,12.66,few clouds
622,The Valley,AI,18.217,-63.0578,80.6,83,75,20.71,broken clouds
623,Dubki,RU,43.0225,46.8372,36.7,77,99,5.37,overcast clouds
624,Eyl,SO,7.9803,49.8164,77.94,77,17,7.49,few clouds
625,Eydhafushi,MV,5.1033,73.0708,83.93,71,81,11.79,broken clouds
626,Kargasok,RU,59.0556,80.8572,20.41,94,100,8.99,overcast clouds
627,Buchanan,LR,5.8808,-10.0467,78.8,94,75,5.35,broken clouds
628,Manbij,SY,36.5281,37.9549,42.8,65,0,8.95,clear sky
629,Bosaso,SO,11.2842,49.1816,78.69,67,6,2.35,clear sky
630,Streator,US,41.1209,-88.8354,45.0,45,90,25.32,overcast clouds
631,Herat,AF,34.5,62.0,39.47,81,8,17.43,clear sky
632,Saint-Denis,FR,48.9167,2.3333,57.2,47,0,8.05,clear sky
633,Taltal,CL,-25.4,-70.4833,67.37,68,23,4.92,few clouds
634,Viedma,AR,-40.8135,-62.9967,79.21,13,100,5.99,overcast clouds
635,Potchefstroom,ZA,-26.7167,27.1,68.04,34,87,3.56,overcast clouds
636,Burgeo,CA,47.6167,-57.6152,25.29,69,55,5.37,broken clouds
637,Hershey,US,40.2859,-76.6503,63.0,82,90,5.75,overcast clouds
638,Malyye Derbety,RU,47.9547,44.6808,34.95,87,56,8.12,broken clouds
639,Sendafa,ET,9.15,39.0333,64.4,22,75,10.36,broken clouds
640,Suratgarh,IN,29.3167,73.9,85.19,11,2,10.16,clear sky
641,Shirvan,AZ,39.9509,48.8994,46.17,79,9,6.64,clear sky
642,Vytegra,RU,61.0064,36.4481,32.02,92,80,9.24,broken clouds
643,Tocopilla,CL,-22.092,-70.1979,70.75,68,20,7.63,few clouds
644,Berbera,SO,10.4396,45.0143,78.58,73,8,1.59,clear sky
645,Koslan,RU,63.4564,48.8989,30.99,88,100,7.9,overcast clouds
646,Kaniv,UA,49.7518,31.46,45.01,63,85,8.32,overcast clouds
647,Aragarcas,BR,-15.8975,-52.2508,93.2,55,20,6.91,few clouds
648,Bethal,ZA,-26.4579,29.4655,55.0,74,23,8.25,few clouds
649,Maicao,CO,11.3832,-72.2432,87.46,47,93,18.77,overcast clouds
650,Tarancon,ES,40.0085,-3.0073,62.01,44,0,4.61,clear sky
651,Kismayo,SO,-0.3582,42.5454,80.51,78,100,14.5,overcast clouds
652,Guanay,BO,-15.4975,-67.8797,71.94,99,100,0.4,overcast clouds
653,Beni Mazar,EG,28.4962,30.8029,60.64,42,0,20.42,clear sky
654,Ongandjera,NA,-17.8833,15.0667,77.22,49,19,4.9,few clouds
655,West Bay,KY,19.3667,-81.4167,86.0,66,40,13.8,scattered clouds
656,Lekoni,GA,-1.5843,14.2591,77.22,74,84,5.86,light rain
657,Hudiksvall,SE,61.729,17.1036,35.64,84,99,2.82,overcast clouds
658,Fomboni,KM,-12.28,43.7425,84.11,69,99,7.65,overcast clouds
659,Sarahan,IN,31.5167,77.8,50.72,72,100,6.55,overcast clouds
660,Chalons-En-Champagne,FR,48.9539,4.3672,48.2,61,0,5.75,clear sky
661,Parfenyevo,RU,58.484,43.4088,24.37,98,97,2.82,overcast clouds
662,Culpeper,US,38.5004,-77.9664,70.0,73,75,13.8,broken clouds
663,Nahan,IN,30.55,77.3,74.5,27,89,6.44,overcast clouds
664,Mayma,RU,52.0197,85.9114,34.56,99,100,1.66,overcast clouds
665,Wum,CM,6.3833,10.0667,75.6,38,70,1.34,broken clouds
666,Yarim,YE,14.298,44.3779,53.42,56,4,3.31,clear sky
667,Nola,IT,40.922,14.5329,55.0,77,0,1.5,clear sky
668,Bikapur,IN,26.6,82.1333,77.14,14,0,2.44,clear sky
669,Papagaios,BR,-19.4492,-44.7478,82.38,61,19,2.71,few clouds
670,Halifax,CA,44.6453,-63.5724,34.0,75,90,13.8,overcast clouds
671,Buraydah,SA,26.326,43.975,62.6,29,0,8.05,clear sky
672,Skibbereen,IE,51.55,-9.2667,51.8,100,90,27.63,overcast clouds
673,Aracaju,BR,-10.9111,-37.0717,82.4,74,40,12.66,scattered clouds
674,Russkaya Polyana,UA,49.417,31.9201,46.33,61,80,8.84,broken clouds
675,Mabaruma,GY,8.2,-59.7833,77.43,95,93,5.84,overcast clouds
676,Myhove,UA,48.1575,25.379,39.99,72,20,6.82,few clouds
677,Hyeres,FR,43.1167,6.1167,55.99,93,0,2.3,clear sky
678,Tabuk,PH,17.4189,121.4443,72.16,94,53,1.48,broken clouds
679,Talant,FR,47.3369,5.0089,46.4,61,0,2.39,clear sky
680,Berlin,DE,52.5244,13.4105,52.0,76,75,6.91,broken clouds
681,Kjollefjord,NO,70.9457,27.3465,32.0,80,0,9.22,clear sky
682,Bull Savanna,JM,17.8868,-77.5902,81.55,60,11,18.59,few clouds
683,Mitu,CO,1.1983,-70.1733,70.61,98,100,0.47,light rain
684,Bertoua,CM,4.5833,13.6833,75.16,63,37,3.22,scattered clouds
685,Stephenville,US,32.2207,-98.2023,71.6,18,1,16.11,clear sky
686,Boca Do Acre,BR,-8.7522,-67.3978,74.46,96,99,1.66,overcast clouds
687,Aksum,ET,14.1245,38.7244,62.62,46,52,0.63,broken clouds
688,Krasnogvardeyskoye,RU,45.8456,41.5186,40.35,83,46,4.9,light rain
689,Dabhol,IN,17.6,73.1667,76.19,78,14,4.18,few clouds
690,Matay,EG,28.419,30.7792,60.89,41,0,21.14,clear sky
691,Aden,YE,12.7794,45.0367,80.74,61,5,5.99,clear sky
692,Raga,SS,8.4596,25.678,78.28,18,5,4.12,clear sky
693,Montevideo,UY,-34.8335,-56.1674,73.4,64,20,9.22,few clouds
694,Voyvozh,RU,62.892,54.9635,28.08,95,99,6.29,overcast clouds
695,Nara,JP,34.6851,135.8049,57.99,91,14,5.64,few clouds
